Source_Database_Code,PatientID,PatientFirstName,PatientMiddleName,PatientLastName,PatientAddress,PatientAddress2,PatientCity,PatientState,PatientZip,PatientDOB,PatientPhone,PatientGender,ResponsiblePartyFirstName,ResponsiblePartyMiddleName,ResponsiblePartyLastName,ResponsiblePartyAddress,ResponsiblePartyAddress2,ResponsiblePartyCity,ResponsiblePartyState,ResponsiblePartyZip,ResponsiblePartyPhone,PatientSSN,PatientSuffix,PatientCellPhone,ResponsiblePartySSN,ResponsiblePartySuffix,ResponsiblePartyCellPhone,ResponsiblePartyDOB,Imagine_Propensity_to_Pay_Grade,Imagine_Propensity_to_Pay_Description,Bad_Address_Indicator,PatientRace,PatientEthnicity,patEmail,tbl_Refresh_Date,PatientPhone_norm,ResponsiblePartyPhone_norm,PatientCellPhone_norm,ResponsiblePartyCellPhone_norm,_phone_institutional_flag,_pk_composite
PMR,1012237,NANCY,,THOMAS,5434 MAPLE CT,,LEBANON,TN,37087,1996-05-10,(423)877-1063,F,NANCY,,THOMAS,1409 SUNSET PL,,NASHVILLE,TN,37201,(423)877-1063,999-61-9384,,,999-61-9384,,,1982-02-16,,,1.0,White,,NANCYTHO553@OUTLOOK.COM,2026-05-01,4238771063,4238771063,,,False,PMR:1012237
GSIA,1012238,SANDRA,R,GREEN,6616 SCHOOL CIR,,FORT WORTH,TX,76101,1956-09-12,(972)406-2015,F,SANDRA,R,GREEN,2460 OAK CT,,HOUSTON,TX,77001,(972)406-2015,999-39-7561,,,999-96-6906,,,1956-09-12,,,0.0,,,SANDRAGRE639@GMAIL.COM,2026-05-01,9724062015,9724062015,,,False,GSIA:1012238
RADI,1012241,BARBARA,A,MARTINEZ,3369 OAK BLVD,,ATLANTA,GA,30301,1977-02-15,(912)831-0572,F,BARBARA,A,MARTINEZ,5264 CEDAR AVE,,AUGUSTA,GA,,(912)831-0572,,,,,,,1977-02-15,B,,0.0,,,BARBARAMAR661@OUTLOOK.COM,2026-05-01,9128310572,9128310572,,,False,RADI:1012241
RADZ,1012243,STEVEN,,WILSON,7705 LAKE CT,,ORLANDO,FL,32801,1945-06-23,(904)932-2299,M,STEVEN,,WILSON,7042 MAIN BLVD,,TAMPA,FL,33601,(904)932-2299,,,,,,,1945-06-23,F,,,,,,2026-05-01,9049322299,9049322299,,,False,RADZ:1012243
RADY,1012244,DONNA,,WRIGHT,3549 AMANA CT,,AKRON,OH,44301,1958-07-30,(614)413-2987,F,DONNA,,WRIGHT,5701 SCHOOL RD,,COLUMBUS,OH,43201,(614)413-2987,,,,,,,1975-07-27,E,,0.0,White,,DONNAWRI30@HOTMAIL.COM,2026-05-01,6144132987,6144132987,,,False,RADY:1012244
RADS2,1012248,JESSICA,,WRIGHT,2750 LAKE BLVD,,PLANO,TX,75023,1986-01-30,,F,JESSICA,,WRIGHT,8080 SPRING ST,,AUSTIN,TX,78701,,,,,,,,1947-09-06,C,,0.0,White,,JESSICAWRI580@GMAIL.COM,2026-05-01,,,,,False,RADS2:1012248
RADG,1012252,CAROL,E,CAMPBELL,2895 PINE WAY,,FRANKLIN,TN,37064,2001-08-01,(615)279-6451,F,CAROL,E,CAMPBELL,2322 SUNSET PL,,LEBANON,TN,37087,(615)279-6451,,,,,,,2001-08-01,F,,1.0,,,CAROLCAM835@OUTLOOK.COM,2026-05-01,6152796451,6152796451,,,False,RADG:1012252
RADQ,1012255,JOSEPH,,ADAMS,9136 PINE DR,,HENDERSON,NV,89002,1967-08-25,(775)298-4980,M,JOSEPH,,ADAMS,5416 MAPLE BLVD,,HENDERSON,NV,89002,(775)298-4980,999-94-5214,,,999-94-5214,,,1967-08-25,A,Very High,0.0,,,JOSEPHADA798@HOTMAIL.COM,2026-05-01,7752984980,7752984980,,,False,RADQ:1012255
PXP,1012259,BETTY,,ROBERTS,8198 OAK CT,,ORLANDO,FL,32801,1970-04-17,(561)425-9152,F,BETTY,,ROBERTS,9987 MAIN CIR,APT 5,ST PETE,FL,33701,(904)888-8166,,,,,,,1970-04-17,C,Medium-High,0.0,,,,2026-05-01,5614259152,9048888166,,,False,PXP:1012259
NRA,1012263,CAROL,,NGUYEN,5560 MAPLE PL,,MOUNT JULIET,TN,37122,1982-09-23,(901)712-4525,F,CAROL,,NGUYEN,8838 SCHOOL PL,,MURFREESBORO,TN,37128,(931)618-4863,999-67-7383,,,999-67-7383,,(931)310-7978,1982-09-23,C,,0.0,,,,2026-05-01,9017124525,9316184863,,9313107978,False,NRA:1012263
RADN,1012265,SARAH,N,WILLIAMS,7561 PINE PL,,COLUMBUS,OH,43201,1951-08-24,(419)810-7952,F,SARAH,N,WILLIAMS,5860 HILL LN,,TOLEDO,OH,43601,(419)810-7952,999-70-6789,,,999-70-6789,,,1943-01-16,,,1.0,,,SARAHWIL317@AOL.COM,2026-05-01,4198107952,4198107952,,,False,RADN:1012265
RADI,1012269,BRIAN,,KING,7296 AMANA ST,,MACON,GA,31201,1986-02-27,(912)312-4107,M,BRIAN,,KING,7024 MAPLE LN,,COLUMBUS,GA,31901,(478)955-6253,999-27-7527,,,999-33-8678,,,1986-02-27,B,,0.0,,,,2026-05-01,9123124107,4789556253,,,False,RADI:1012269
RADG,1012273,SUSAN,,MITCHELL,9086 HILL RD,,NASHVILLE,TN,37201,1964-05-10,(865)947-7753,F,SUSAN,,MITCHELL,9465 SPRING RD,,MOUNT JULIET,TN,37122,(865)947-7753,,,,,,,1964-05-10,E,,0.0,Other,,,2026-05-01,8659477753,8659477753,,,False,RADG:1012273
RASFA,1012277,KEVIN,T,CLARK,1929 OAK BLVD,,PLANO,TX,75023,1999-04-06,(512)949-6082,M,KEVIN,T,CLARK,8207 OAK RD,,PLANO,TX,75023,(512)949-6082,999-75-6247,,,999-75-6247,,,1999-04-06,,,0.0,White,,KEVINCLA784@AOL.COM,2026-05-01,5129496082,5129496082,,,False,RASFA:1012277
CRC,1012279,CHARLES,,ADAMS,1971 ELM DR,APT 487,TOLEDO,OH,43601,2002-01-19,(419)616-0882,M,CHARLES,,ADAMS,9965 PINE DR,,AKRON,OH,44301,(513)531-5773,999-32-2474,,,999-87-9990,,,,A,,0.0,White,,,2026-05-01,4196160882,5135315773,,,False,CRC:1012279
RADM,1012283,SARAH,V,TORRES,2850 SPRING CT,,HOUSTON,TX,77001,1985-04-04,(817)402-5931,F,SARAH,V,TORRES,9786 AMANA PL,,FORT WORTH,TX,76101,(713)700-9734,,,,,,,1985-04-04,B,,1.0,Black or African American,Hispanic or Latino,SARAHTOR715@OUTLOOK.COM,2026-05-01,8174025931,7137009734,,,False,RADM:1012283
RADS,1012284,JENNIFER,M,RICE,2713 AMANA ST,,FRANKLIN,TN,37064,2000-04-24,(901)890-1638,F,JENNIFER,M,RICE,,,KNOXVILLE,TN,37902,,999-69-7122,,,999-69-7122,,,1969-04-23,B,,0.0,,,,2026-05-01,9018901638,,,,False,RADS:1012284
RADG,1012286,LINDA,Z,GREEN,2820 RIVER CT,APT 152,MOUNT JULIET,TN,37122,1957-08-19,(901)543-4672,F,LINDA,Z,GREEN,4585 CHURCH CT,,MOUNT JULIET,TN,37122,(901)543-4672,999-68-8509,,,999-51-3125,,,1957-08-19,F,,0.0,,Not Hispanic,,2026-05-01,9015434672,9015434672,,,False,RADG:1012286
RADB,1012288,DANIEL,,THOMAS,4254 ELM WAY,,PLANO,TX,75023,2004-08-08,,M,DANIEL,,THOMAS,7861 OAK ST,,DALLAS,TX,,(972)818-6316,,,,,,,2004-08-08,,,0.0,,,,2026-05-01,,9728186316,,,False,RADB:1012288
ACRB,1012290,THOMAS,C,ADAMS,1940 OAK DR,,CINCINNATI,OH,45201,2005-07-06,(216)589-6002,M,THOMAS,C,ADAMS,437 MAIN AVE,,DAYTON,OH,45401,(216)812-1980,,,,,,,1950-01-13,,,0.0,,Not Hispanic,,2026-05-01,2165896002,2168121980,,,False,ACRB:1012290
RASFA,1012292,DEBORAH,,RICE,6562 CHURCH ST,,DALLAS,TX,75201,1947-09-02,(512)484-6931,F,DEBORAH,,RICE,6931 AMANA ST,,HOUSTON,TX,77001,,999-60-4955,,,999-60-4955,,,1947-09-02,A,Very High,0.0,White,,,2026-05-01,5124846931,5124846931,,,False,RASFA:1012292
RADF,1012293,MELISSA,M,CAMPBELL,4319 SPRING ST,,CARSON CITY,NV,89701,1959-03-14,(775)773-0240,F,MELISSA,M,CAMPBELL,9200 OAK BLVD,,LAS VEGAS,NV,89101,(775)773-0240,,,,,,,1959-03-14,B,High,0.0,,,MELISSACAM923@HOTMAIL.COM,2026-05-01,7757730240,7757730240,,,False,RADF:1012293
RADO,1012297,NANCY,R,LOPEZ,751 ELM WAY,,MIAMI,FL,33101,1956-05-20,(813)748-1773,F,NANCY,R,LOPEZ,2302 PINE CIR,,MIAMI,FL,33101,(561)795-4277,999-52-7317,,,999-43-6691,,,1956-05-20,,,,,,,2026-05-01,8137481773,5617954277,,,False,RADO:1012297
RADT,1012299,RICHARD,M,FLORES,722 PARK LN,,CINCINNATI,OH,45201,1993-07-16,(216)609-6004,M,RICHARD,M,FLORES,4130 SCHOOL LN,,CLEVELAND,OH,44101,(216)609-6004,,,,999-52-3339,,,1991-08-15,,,1.0,Hispanic,Not Hispanic,RICHARDFLO300@GMAIL.COM,2026-05-01,2166096004,2166096004,,,False,RADT:1012299
RADS2,1012301,BRIAN,Z,YOUNG,8543 MAIN WAY,,FORT WORTH,TX,76101,1991-11-21,(817)358-0386,M,BRIAN,Z,YOUNG,5740 CEDAR DR,,AUSTIN,TX,78701,(817)358-0386,999-72-1007,,,999-72-1007,,,1991-11-21,E,Low,0.0,Black or African American,,,2026-05-01,8173580386,8173580386,,,False,RADS2:1012301
RADF,1012305,MARY,,MARTIN,8830 RIVER RD,APT 403,HENDERSON,NV,89002,1980-05-02,(725)652-8693,F,MARY,,MARTIN,3104 ELM DR,,LAS VEGAS,NV,89101,(725)652-8693,,,,999-20-6438,,,1949-01-10,C,,0.0,Black or African American,,,2026-05-01,7256528693,7256528693,,,False,RADF:1012305
RADE,1012307,RUTH,,HALL,9620 SCHOOL PL,,ORLANDO,FL,32801,1989-03-12,(954)911-9793,F,RUTH,,HALL,2455 MAIN CIR,,TAMPA,FL,33601,(813)594-5492,999-94-4698,,,999-94-4698,,,1989-03-12,E,Low,0.0,Hispanic,,,2026-05-01,9549119793,8135945492,,,False,RADE:1012307
RADM,1012309,TIMOTHY,,TORRES,1392 CEDAR CIR,,FORT WORTH,TX,76101,1958-09-28,(214)542-8428,M,TIMOTHY,,TORRES,9269 RIVER DR,APT 248,AUSTIN,TX,78701,(713)769-6087,999-58-4866,,,999-58-4866,,,1984-02-09,D,Medium,1.0,Black or African American,Not Hispanic,,2026-05-01,2145428428,7137696087,,,False,RADM:1012309
RADO,1012310,BARBARA,,RAMIREZ,3366 SCHOOL RD,APT 15,FORT LAUDERDALE,FL,33301,1983-10-28,(813)417-3583,F,BARBARA,,RAMIREZ,1391 AMANA RD,,FORT LAUDERDALE,FL,33301,(954)512-9570,999-95-2699,,,999-95-2699,,,1983-10-28,C,,1.0,,,,2026-05-01,8134173583,9545129570,,,False,RADO:1012310
SMED,1012311,BARBARA,,BAKER,9750 ELM PL,APT 33,AUSTIN,TX,78701,2001-07-26,(214)288-4606,F,BARBARA,,BAKER,4227 SUNSET WAY,,AUSTIN,TX,78701,(214)288-4606,999-77-8354,,,999-77-8354,,,2001-07-26,,,0.0,,Not Hispanic,,2026-05-01,2142884606,2142884606,,,False,SMED:1012311
GRH,1012312,WILLIAM,M,HALL,4553 PARK DR,,MACON,GA,31201,1959-08-02,(404)491-7804,M,WILLIAM,M,HALL,3281 LAKE PL,,ATHENS,GA,30601,(770)477-2914,,,,,,,1959-08-02,F,Very Low,0.0,Black or African American,,WILLIAMHAL635@AOL.COM,2026-05-01,4044917804,7704772914,,,False,GRH:1012312
RADG,1012316,KEVIN,,JACKSON,3093 AMANA LN,,LEBANON,TN,37087,2001-10-15,(931)786-8667,M,KEVIN,,JACKSON,2518 SUNSET DR,,FRANKLIN,TN,37064,,999-90-6357,,,999-90-6357,,,1947-12-09,,,0.0,Black or African American,,KEVINJAC82@GMAIL.COM,2026-05-01,9317868667,8653240093,,,False,RADG:1012316
TRI,1012320,DONNA,M,NGUYEN,829 HILL BLVD,,MURFREESBORO,TN,37128,2002-12-08,(865)564-9928,F,DONNA,M,NGUYEN,2621 ELM CT,,NASHVILLE,TN,37201,(865)564-9928,999-12-8102,,,999-12-8102,,,1946-05-28,E,,,,,,2026-05-01,8655649928,8655649928,,,False,TRI:1012320
RADU,1012324,KENNETH,L,HALL,1464 PINE PL,,ST PETE,FL,33701,1998-09-24,(407)926-0151,M,KENNETH,L,HALL,322 CEDAR DR,,FORT LAUDERDALE,FL,33301,(813)367-7521,,,,,,,1998-09-24,E,,,,,,2026-05-01,4079260151,8133677521,,,False,RADU:1012324
RADM,1012326,DANIEL,W,ALLEN,475 SPRING BLVD,,FORT WORTH,TX,76101,1954-03-20,(972)443-7154,M,DANIEL,W,ALLEN,4464 MAPLE CT,,HOUSTON,TX,77001,(972)443-7154,,,,,,,1954-03-20,,,0.0,White,,,2026-05-01,9724437154,9724437154,,,False,RADM:1012326
RADJ,1012327,CYNTHIA,S,MITCHELL,8763 SCHOOL DR,APT 300,ORLANDO,FL,32801,1995-03-04,(954)741-0445,F,CYNTHIA,S,MITCHELL,4561 RIVER ST,,MIAMI,FL,33101,,,,,,,,1995-03-04,,,0.0,Hispanic,,,2026-05-01,9547410445,,,,False,RADJ:1012327
ACRB,1012329,JENNIFER,,ROBINSON,3796 SPRING CT,,CINCINNATI,OH,45201,2005-01-21,(419)554-6298,F,JENNIFER,,ROBINSON,9811 HILL WAY,APT 286,TOLEDO,OH,43601,(614)448-2915,,,,999-27-8663,,,2007-06-19,,,0.0,White,,,2026-05-01,4195546298,6144482915,,,False,ACRB:1012329
TRI,1012330,CHRISTOPHER,L,BROWN,735 SUNSET LN,,FRANKLIN,TN,37064,1956-10-16,(423)333-5025,M,CHRISTOPHER,L,BROWN,6828 SCHOOL LN,,KNOXVILLE,TN,37902,(423)333-5025,999-74-7937,,,,,,1956-10-16,F,Very Low,0.0,,,,2026-05-01,4233335025,4233335025,,,False,TRI:1012330
RADS2,1012332,CYNTHIA,R,HALL,3040 SUNSET ST,,FORT WORTH,TX,76101,2004-08-21,(210)327-0408,F,CYNTHIA,R,HALL,7510 MAIN CT,,SAN ANTONIO,TX,78201,(210)327-0408,999-70-5741,,,,,,2004-08-21,E,Low,0.0,White,,CYNTHIAHAL581@OUTLOOK.COM,2026-05-01,2103270408,2103270408,,,False,RADS2:1012332
RADL,1012334,DONNA,,ROBERTS,3069 SCHOOL BLVD,,LEBANON,TN,37087,1972-04-23,(423)691-8440,F,DONNA,,ROBERTS,5971 MAPLE LN,,MURFREESBORO,TN,37128,(423)691-8440,999-85-3283,,,,,,1975-11-22,F,Very Low,,,,,2026-05-01,4236918440,4236918440,,,False,RADL:1012334
IAI,1012335,DEBORAH,E,JACKSON,9926 OAK CIR,,SAN ANTONIO,TX,78201,1986-12-06,(214)429-9760,F,DEBORAH,E,JACKSON,4361 OAK RD,,FORT WORTH,TX,76101,(214)429-9760,,,,,,,1981-02-04,C,,0.0,White,,,2026-05-01,2144299760,2144299760,,,False,IAI:1012335
RADS,1012337,LISA,H,HILL,3661 PINE RD,,KNOXVILLE,TN,37902,1969-07-10,(423)624-9584,F,LISA,H,HILL,8976 RIVER CIR,,NASHVILLE,TN,37201,(423)384-5913,999-90-6709,,,,,,1969-07-10,A,Very High,0.0,,,,2026-05-01,4236249584,4233845913,,,False,RADS:1012337
RADI2,1012338,THOMAS,P,MARTIN,1475 CHURCH LN,APT 34,CINCINNATI,OH,45201,1992-12-11,(513)774-3711,M,THOMAS,P,MARTIN,842 MAIN CT,APT 471,CLEVELAND,OH,44101,,,,,,,,1992-12-11,B,High,1.0,,,,2026-05-01,5137743711,5137743711,,,False,RADI2:1012338
PXP,1012342,ROBERT,Z,YOUNG,8665 MAIN BLVD,,TAMPA,,,1979-09-03,(407)283-9708,M,ROBERT,Z,YOUNG,2607 PARK CT,,ST PETE,FL,33701,(407)283-9708,999-82-2471,,,999-88-4177,,,1979-09-03,E,,,White,,ROBERTYOU751@HOTMAIL.COM,2026-05-01,4072839708,4072839708,,,False,PXP:1012342
RASFA,1012344,MARK,,HILL,1313 SCHOOL LN,,DALLAS,TX,75201,2005-11-29,(713)258-6194,M,MARK,,HILL,9844 PARK DR,,AUSTIN,TX,78701,(713)258-6194,999-56-7626,,,999-56-7626,,,2005-11-29,B,High,0.0,White,,MARKHIL987@YAHOO.COM,2026-05-01,7132586194,7132586194,,,False,RASFA:1012344
RADN,1012346,SARAH,,BROWN,5956 CEDAR DR,,CINCINNATI,OH,45201,1945-07-29,(513)288-5810,F,SARAH,,BROWN,3676 SUNSET PL,,DAYTON,OH,45401,,,,,,,,1947-03-13,F,,0.0,,,,2026-05-01,5132885810,5132885810,,,False,RADN:1012346
RASFA,1012350,DEBORAH,C,CLARK,6041 PARK RD,APT 276,AUSTIN,TX,78701,1966-12-19,(512)599-5800,F,DEBORAH,C,CLARK,9284 PARK WAY,,PLANO,TX,75023,,,,,999-42-1234,,,,F,,0.0,,,DEBORAHCLA866@HOTMAIL.COM,2026-05-01,5125995800,5122343862,,,False,RASFA:1012350
ACR,1012353,MICHELLE,,CARTER,3150 SCHOOL RD,,CINCINNATI,OH,45201,1946-12-15,(216)471-2263,F,MICHELLE,,CARTER,9126 SCHOOL DR,,AKRON,,44301,(216)471-2263,999-69-7207,,,999-69-7207,,,1946-12-15,,,1.0,,,,2026-05-01,2164712263,2164712263,,,False,ACR:1012353
RADY,1012355,LISA,W,MARTIN,3336 MAPLE CT,,DAYTON,OH,45401,1994-11-27,(937)341-4205,F,LISA,W,MARTIN,5550 RIVER RD,,TOLEDO,OH,43601,(937)341-4205,,,,,,,2008-03-07,A,Very High,0.0,American Indian,,,2026-05-01,9373414205,9373414205,,,False,RADY:1012355
MRB,1012357,JESSICA,E,FLORES,8758 MAPLE CT,,LEBANON,TN,,1995-12-11,(901)251-8405,F,JESSICA,E,FLORES,2775 CHURCH LN,,KNOXVILLE,TN,37902,,999-32-6522,,,999-32-6522,,,1963-06-09,,,,,,JESSICAFLO357@YAHOO.COM,2026-05-01,9012518405,9012518405,,,False,MRB:1012357
RADT,1012361,MARGARET,B,GARCIA,1572 SPRING PL,,DAYTON,OH,45401,1944-12-10,(216)926-8341,F,MARGARET,B,GARCIA,7530 MAPLE ST,,TOLEDO,OH,43601,(216)926-8341,999-76-2499,,,999-15-9469,,,1965-09-10,E,Low,0.0,,,MARGARETGAR506@YAHOO.COM,2026-05-01,2169268341,2169268341,,,False,RADT:1012361
RADC,1012364,KENNETH,D,WILSON,494 SUNSET AVE,,TOLEDO,OH,43601,2005-05-08,(330)702-7236,M,KENNETH,D,WILSON,8945 CHURCH PL,,DAYTON,OH,45401,,,,,,,,2005-05-08,D,Medium,0.0,White,,,2026-05-01,3307027236,,,,False,RADC:1012364
ACRB,1012366,MICHAEL,,MILLER,7105 LAKE RD,,CINCINNATI,OH,45201,1957-06-18,(614)700-8230,M,MICHAEL,,MILLER,4664 SUNSET PL,,AKRON,OH,44301,(614)499-3902,999-71-1219,,,999-78-2983,,,1957-06-18,A,Very High,0.0,,,,2026-05-01,6147008230,6144993902,,,False,ACRB:1012366
RADA,1012369,CYNTHIA,S,ROBERTS,922 PARK CIR,,MURFREESBORO,TN,37128,1944-07-30,(615)529-1136,F,CYNTHIA,S,ROBERTS,8175 CEDAR WAY,,MOUNT JULIET,TN,37122,(615)529-1136,,,,,,,1944-07-30,C,,0.0,,,,2026-05-01,6155291136,6155291136,,,False,RADA:1012369
RASFA,1012371,DAVID,D,JACKSON,4267 CHURCH CIR,,DALLAS,TX,75201,1980-10-21,(214)766-4557,M,DAVID,D,JACKSON,4470 SCHOOL LN,,FORT WORTH,TX,76101,(214)766-4557,999-60-2419,,,999-60-2419,,,1982-07-01,C,Medium-High,,,,,2026-05-01,2147664557,2147664557,,,False,RASFA:1012371
RADS,1012375,CHARLES,D,WRIGHT,6362 SUNSET LN,,FRANKLIN,TN,37064,1971-09-08,(931)742-7232,M,CHARLES,D,WRIGHT,7855 HILL CT,APT 379,MOUNT JULIET,TN,37122,(423)774-3146,,,,,,,1971-09-08,D,Medium,0.0,,,,2026-05-01,9317427232,4237743146,,,False,RADS:1012375
RADN,1012376,ANTHONY,Z,MILLER,5913 PARK WAY,,TOLEDO,OH,43601,1960-01-22,(419)457-5520,M,ANTHONY,Z,MILLER,6250 MAIN RD,,CINCINNATI,OH,45201,(419)457-5520,,,,,,,1953-10-10,C,Medium-High,0.0,,,,2026-05-01,4194575520,4194575520,,,False,RADN:1012376
CRC,1012377,RICHARD,,SMITH,641 ELM AVE,,AKRON,OH,44301,1944-03-19,(216)453-7686,M,RICHARD,,SMITH,2390 MAPLE CIR,,COLUMBUS,OH,43201,(216)453-7686,999-18-9602,,,999-18-8147,,,1944-03-19,C,,,,,,2026-05-01,2164537686,2164537686,,,False,CRC:1012377
RADI2,1012379,RICHARD,,WHITE,3852 RIVER CT,,DAYTON,OH,45401,1968-05-03,(419)716-2466,M,RICHARD,,WHITE,4953 CEDAR CT,APT 282,AKRON,OH,44301,(330)590-5156,999-14-7148,,,999-14-7148,,,1947-06-07,C,Medium-High,,White,,RICHARDWHI19@AOL.COM,2026-05-01,4197162466,3305905156,,,False,RADI2:1012379
RADX,1012381,MARK,Z,SANCHEZ,7755 LAKE AVE,APT 305,AUSTIN,TX,78701,1947-11-16,(972)480-0238,M,MARK,Z,SANCHEZ,9837 SPRING ST,,SAN ANTONIO,TX,78201,(214)823-0089,,,,,,,1947-11-16,B,,,,,,2026-05-01,9724800238,2148230089,,,False,RADX:1012381
RADX,1012385,JOSEPH,,LEE,7324 CEDAR LN,,HOUSTON,TX,77001,1983-06-13,(214)732-6086,M,JOSEPH,,LEE,7631 LAKE AVE,,DALLAS,TX,75201,,999-33-1258,,,,,,1961-07-20,,,,White,,,2026-05-01,2147326086,2147326086,,,False,RADX:1012385
RADP,1012386,MARGARET,L,MARTIN,9447 ELM CT,,ATLANTA,GA,30301,1991-05-15,(706)443-5924,F,MARGARET,L,MARTIN,8445 RIVER CIR,,ATHENS,GA,30601,(706)443-5924,,,,,,,1991-05-15,F,,,Black or African American,,MARGARETMAR202@YAHOO.COM,2026-05-01,7064435924,7064435924,,,False,RADP:1012386
ACR,1012388,PAUL,T,LOPEZ,7845 LAKE ST,,COLUMBUS,OH,43201,1967-04-29,(216)552-2868,M,PAUL,T,LOPEZ,2059 CHURCH RD,,COLUMBUS,OH,43201,(216)552-2868,999-15-7688,,,999-15-7688,,,2004-01-24,,,0.0,White,Not Hispanic,,2026-05-01,2165522868,2165522868,,,False,ACR:1012388
CIRPA,1012390,ELIZABETH,,YOUNG,288 CEDAR BLVD,,MIAMI,FL,33101,1966-10-29,,F,ELIZABETH,,YOUNG,4895 PARK AVE,,TAMPA,FL,33601,,999-16-2872,,,,,,1966-10-29,A,,0.0,Asian,,ELIZABETHYOU96@YAHOO.COM,2026-05-01,,,,,False,CIRPA:1012390
TRI,1012394,THOMAS,,THOMPSON,9293 RIVER CT,,FRANKLIN,TN,37064,1996-11-29,(865)364-3886,M,THOMAS,,THOMPSON,1531 RIVER BLVD,,KNOXVILLE,TN,37902,(901)436-8494,,,,,,,1996-11-29,B,High,0.0,White,,,2026-05-01,8653643886,9014368494,,,False,TRI:1012394
RADJ,1012395,GEORGE,,WILLIAMS,3956 CHURCH PL,,MIAMI,FL,33101,1984-04-18,(305)881-2555,M,GEORGE,,WILLIAMS,6344 SUNSET PL,APT 310,TAMPA,FL,33601,(305)881-2555,,,(561)852-6258,,,,1984-04-18,F,Very Low,,White,,,2026-05-01,3058812555,3058812555,5618526258,,False,RADJ:1012395
RADR,1012399,DONNA,N,MILLER,5005 HILL CT,,MURFREESBORO,TN,37128,1972-05-30,(865)622-4515,F,DONNA,N,MILLER,1987 AMANA BLVD,,MOUNT JULIET,TN,37122,(865)622-4515,,,,,,,1972-05-30,D,,0.0,,,DONNAMIL858@HOTMAIL.COM,2026-05-01,8656224515,8656224515,,,False,RADR:1012399
ESR,1012400,JOSE,,WALKER,7894 HILL ST,,ORLANDO,FL,32801,1969-11-04,,M,JOSE,,WALKER,2527 CHURCH PL,,ORLANDO,FL,32801,(954)237-7026,999-79-1038,,,999-71-1759,,,1953-09-23,D,Medium,0.0,White,,,2026-05-01,,9542377026,,,False,ESR:1012400
RADP,1012401,GEORGE,Z,LOPEZ,2041 PINE LN,,SAVANNAH,GA,31401,1975-03-03,(770)694-6194,M,GEORGE,Z,LOPEZ,8347 RIVER CIR,,AUGUSTA,GA,30901,(770)694-6194,,,,,,,1975-03-03,,,0.0,,Not Hispanic,,2026-05-01,7706946194,7706946194,,,False,RADP:1012401
RADL,1012403,MARIA,H,JACKSON,1152 SUNSET BLVD,,NASHVILLE,TN,37201,1992-08-01,(615)470-9391,F,MARIA,H,JACKSON,9364 LAKE WAY,,NASHVILLE,TN,37201,(615)470-9391,999-29-6104,,,999-53-9411,,,1992-08-01,A,,0.0,White,,,2026-05-01,6154709391,6154709391,,,False,RADL:1012403
RADH,1012405,SANDRA,H,SANCHEZ,2033 HILL PL,,FORT WORTH,TX,76101,1973-01-22,(214)496-9778,F,SANDRA,H,SANCHEZ,4797 PARK PL,,AUSTIN,TX,78701,(214)496-9778,,,,999-49-1392,,,1973-01-22,,,,Hispanic,,,2026-05-01,2144969778,2144969778,,,False,RADH:1012405
NRA,1012407,MICHELLE,C,HERNANDEZ,2120 CEDAR PL,,MOUNT JULIET,TN,37122,1985-02-08,(901)221-9554,F,MICHELLE,C,HERNANDEZ,7376 SPRING BLVD,,MOUNT JULIET,TN,37122,(901)221-9554,999-10-6109,,,,,,1985-02-08,A,,0.0,,,,2026-05-01,9012219554,9012219554,,,False,NRA:1012407
MRB,1012409,BARBARA,,MITCHELL,3713 SUNSET LN,,FRANKLIN,TN,37064,1987-06-22,(865)412-0460,F,BARBARA,,MITCHELL,3969 SUNSET BLVD,,FRANKLIN,TN,37064,(615)877-7738,,,(615)261-6327,,,,1974-10-18,,,0.0,White,,,2026-05-01,8654120460,6158777738,6152616327,,False,MRB:1012409
RADR,1012412,JOSEPH,,GREEN,1887 LAKE RD,,MOUNT JULIET,TN,37122,1955-07-08,(423)504-1057,M,JOSEPH,,GREEN,9382 ELM RD,,MURFREESBORO,TN,37128,(931)445-7566,,,,,,,1955-07-08,,,0.0,White,,JOSEPHGRE359@AOL.COM,2026-05-01,4235041057,9314457566,,,False,RADR:1012412
RADN,1012414,MARK,,TORRES,7189 RIVER ST,,CINCINNATI,OH,45201,1996-10-19,(614)438-5226,M,MARK,,TORRES,9198 CEDAR PL,,CINCINNATI,OH,45201,(614)438-5226,,,,,,,,B,,,,,,2026-05-01,6144385226,6144385226,,,False,RADN:1012414
PXP,1012418,GEORGE,,BAKER,2885 HILL DR,,MIAMI,FL,33101,1964-09-17,(407)871-7504,M,GEORGE,,BAKER,543 PARK CIR,,MIAMI,FL,33101,(561)413-9215,999-20-2945,,,,,,1964-09-17,,,0.0,Unknown,,GEORGEBAK569@AOL.COM,2026-05-01,4078717504,5614139215,,,False,PXP:1012418
RADR,1012419,JASON,,CLARK,139 PINE CIR,,KNOXVILLE,TN,37902,1946-10-20,(423)533-1864,M,JASON,,CLARK,874 OAK LN,,MURFREESBORO,TN,37128,(865)815-7844,,,,999-47-7910,,,1946-10-20,D,Medium,0.0,,,,2026-05-01,4235331864,8658157844,,,False,RADR:1012419
